Order ID,Order Date,Ship Date,Ship Mode,Address,Region,Customer ID,Customer Name,Segment,Product ID,Category,Sub-Category,Product Name,Quantity,Discount,Buy Price,Price Per Each,
138898,25/May/2015,"2015-05-29, 12:00:00 AM",Standard Class,"Pueblo, Colorado, United States - 81001",West,JH-16180,Justin Hirsh,Consumer,OFF-AP-10004487,Office Supplies,Appliances,Kensington 4 Outlet MasterPiece Compact Power Control Center,13,0.2,65.056,71.5616,
115427,30/Dec/2017,"2018-01-03, 12:00:00 AM",Standard Class,"Fairfield, California, United States - 94533",West,EB-13975,Erica Bern,Corporate,OFF-BI-10002103,Office Supplies,Binders,"Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl",2,0.2,6.952,9.2114,
115427,30/Dec/2017,"2018-01-03, 12:00:00 AM",Standard Class,"Fairfield, California, United States - 94533",West,EB-13975,Erica Bern,Corporate,OFF-BI-10004632,Office Supplies,Binders,GBC Binding covers,2,0.2,10.36,13.5975,
134425,08/Dec/2016,"2016-12-12, 12:00:00 AM",Second Class,"Saint Paul, Minnesota, United States - 55106",Central,QJ-19255,Quincy Jones,Corporate,TEC-PH-10003555,Technology,Phones,Motorola HK250 Universal Bluetooth Headset,5,0,22.99,23.4498,
121391,04/Oct/2015,"2015-10-07, 12:00:00 AM",First Class,"San Francisco, California, United States - 94109",West,AA-10315,Alex Avila,Consumer,OFF-ST-10001590,Office Supplies,Storage,"Tenex Personal Project File with Scoop Front Design, Black",2,0,13.48,16.9848,
137043,23/Dec/2016,"2016-12-25, 12:00:00 AM",Second Class,"Springfield, Virginia, United States - 22153",South,LC-17140,Logan Currie,Consumer,FUR-FU-10003664,Furniture,Furnishings,"Electrix Architect's Clamp-On Swing Arm Lamp, Black",6,0,95.46,123.1434,
137043,23/Dec/2016,"2016-12-25, 12:00:00 AM",Second Class,"Springfield, Virginia, United States - 22153",South,LC-17140,Logan Currie,Consumer,FUR-FU-10003664,Furniture,Furnishings,"Electrix Architect's Clamp-On Swing Arm Lamp, Black",3,0,95.46,123.1434,
115847,19/Sep/2015,"2015-09-24, 12:00:00 AM",Second Class,"Arlington, Virginia, United States - 22204",South,TC-21535,Tracy Collins,Home Office,FUR-BO-10003433,Furniture,Bookcases,Sauder Cornerstone Collection Library,2,0,30.98,33.1486,
126179,03/Jul/2017,"2017-07-07, 12:00:00 AM",Standard Class,"Columbus, Georgia, United States - 31907",South,CS-12460,Chuck Sachs,Consumer,FUR-FU-10002554,Furniture,Furnishings,"Westinghouse Floor Lamp with Metal Mesh Shade, Black",1,0,23.99,29.5077,
126179,03/Jul/2017,"2017-07-07, 12:00:00 AM",Standard Class,"Columbus, Georgia, United States - 31907",South,CS-12460,Chuck Sachs,Consumer,TEC-PH-10001557,Technology,Phones,Pyle PMP37LED,3,0,95.99,121.9073,
101966,14/Jul/2016,"2016-07-16, 12:00:00 AM",Second Class,"Houston, Texas, United States - 77036",Central,BM-11785,Bryan Mills,Consumer,TEC-PH-10003437,Technology,Phones,Blue Parrot B250XT Professional Grade Wireless Bluetooth Headset with,7,0.2,59.992,67.491,
141397,20/Jun/2016,"2016-06-21, 12:00:00 AM",First Class,"Pasadena, California, United States - 91104",West,RC-19825,Roy Collins,Consumer,OFF-PA-10002986,Office Supplies,Paper,Xerox 1898,7,0,6.68,9.8864,
141397,20/Jun/2016,"2016-06-21, 12:00:00 AM",First Class,"Pasadena, California, United States - 91104",West,RC-19825,Roy Collins,Consumer,OFF-BI-10000320,Office Supplies,Binders,GBC Plastic Binding Combs,3,0.2,5.904,8.0442,
141397,20/Jun/2016,"2016-06-21, 12:00:00 AM",First Class,"Pasadena, California, United States - 91104",West,RC-19825,Roy Collins,Consumer,OFF-AP-10003971,Office Supplies,Appliances,Belkin 6 Outlet Metallic Surge Strip,2,0,10.89,13.7214,
141397,20/Jun/2016,"2016-06-21, 12:00:00 AM",First Class,"Pasadena, California, United States - 91104",West,RC-19825,Roy Collins,Consumer,OFF-ST-10001469,Office Supplies,Storage,Fellowes Bankers Box Recycled Super Stor/Drawer,3,0,53.98,57.2188,
141397,20/Jun/2016,"2016-06-21, 12:00:00 AM",First Class,"Pasadena, California, United States - 91104",West,RC-19825,Roy Collins,Consumer,FUR-CH-10003846,Furniture,Chairs,Hon Valutask Swivel Chairs,2,0.2,80.784,76.7448,
141082,09/Dec/2016,"2016-12-13, 12:00:00 AM",Standard Class,"Lawrence, Massachusetts, United States - 1841",East,FM-14380,Fred McMath,Consumer,OFF-LA-10001404,Office Supplies,Labels,Avery 517,1,0,3.69,5.4243,
141082,09/Dec/2016,"2016-12-13, 12:00:00 AM",Standard Class,"Lawrence, Massachusetts, United States - 1841",East,FM-14380,Fred McMath,Consumer,OFF-LA-10001474,Office Supplies,Labels,Avery 477,4,0,30.53,44.5738,
134488,24/Sep/2016,"2016-10-01, 12:00:00 AM",Standard Class,"Columbus, Ohio, United States - 43229",East,PK-19075,Pete Kriz,Consumer,FUR-CH-10003199,Furniture,Chairs,Office Star - Contemporary Task Swivel Chair,2,0.3,77.686,71.0272,
145919,18/Dec/2016,"2016-12-23, 12:00:00 AM",Standard Class,"Los Angeles, California, United States - 90032",West,HG-14965,Henry Goldwyn,Corporate,OFF-PA-10003072,Office Supplies,Paper,"Eureka Recycled Copy Paper 8 1/2"" x 11"", Ream",6,0,6.48,9.5904,
145919,18/Dec/2016,"2016-12-23, 12:00:00 AM",Standard Class,"Los Angeles, California, United States - 90032",West,HG-14965,Henry Goldwyn,Corporate,FUR-FU-10004960,Furniture,Furnishings,"Seth Thomas 12"" Clock w/ Goldtone Case",8,0,22.98,30.7932,
145919,18/Dec/2016,"2016-12-23, 12:00:00 AM",Standard Class,"Los Angeles, California, United States - 90032",West,HG-14965,Henry Goldwyn,Corporate,OFF-SU-10003505,Office Supplies,Supplies,Premier Electric Letter Opener,5,0,115.86,121.653,
157651,10/Dec/2017,"2017-12-14, 12:00:00 AM",Standard Class,"Philadelphia, Pennsylvania, United States - 19120",East,HA-14920,Helen Andreada,Consumer,TEC-AC-10003116,Technology,Accessories,Memorex Froggy Flash Drive 8 GB,1,0.2,14.2,17.5725,
160773,01/Jul/2014,"2014-07-05, 12:00:00 AM",Standard Class,"Deltona, Florida, United States - 32725",South,LW-16825,Laurel Workman,Corporate,TEC-PH-10004586,Technology,Phones,Wilson SignalBoost 841262 DB PRO Amplifier Kit,2,0.2,287.96,323.955,
160773,01/Jul/2014,"2014-07-05, 12:00:00 AM",Standard Class,"Deltona, Florida, United States - 32725",South,LW-16825,Laurel Workman,Corporate,OFF-BI-10000546,Office Supplies,Binders,Avery Durable Binders,6,0.7,0.864,0.2592,
167703,03/Feb/2017,"2017-02-08, 12:00:00 AM",Standard Class,"Cincinnati, Ohio, United States - 45231",East,MC-17575,Matt Collins,Consumer,OFF-BI-10002071,Office Supplies,Binders,Fellowes Black Plastic Comb Bindings,3,0.7,1.743,0.3486,
167703,03/Feb/2017,"2017-02-08, 12:00:00 AM",Standard Class,"Cincinnati, Ohio, United States - 45231",East,MC-17575,Matt Collins,Consumer,OFF-ST-10001490,Office Supplies,Storage,"Hot File 7-Pocket, Floor Stand",2,0.2,142.776,160.623,
121804,03/Mar/2017,"2017-03-08, 12:00:00 AM",Standard Class,"Murray, Kentucky, United States - 42071",South,LP-17095,Liz Preis,Consumer,OFF-AP-10004859,Office Supplies,Appliances,Acco 6 Outlet Guardian Premium Surge Suppressor,5,0,14.56,18.4912,
162635,09/Oct/2017,"2017-10-10, 12:00:00 AM",First Class,"Wilmington, North Carolina, United States - 28403",South,EB-14170,Evan Bailliet,Consumer,OFF-PA-10002659,Office Supplies,Paper,Avoid Verbal Orders Carbonless Minifold Book,4,0.2,2.704,3.5828,
107153,28/Sep/2014,"2014-10-03, 12:00:00 AM",Standard Class,"Lawrence, Massachusetts, United States - 1841",East,GZ-14545,George Zrebassa,Corporate,OFF-ST-10001321,Office Supplies,Storage,"Decoflex Hanging Personal Folder File, Blue",3,0,15.42,19.5834,
117058,27/May/2014,"2014-05-30, 12:00:00 AM",First Class,"Chicago, Illinois, United States - 60653",Central,LE-16810,Laurel Elliston,Consumer,OFF-BI-10004139,Office Supplies,Binders,Fellowes Presentation Covers for Comb Binding Machines,6,0.8,2.91,2.1825,
120439,14/Jun/2015,"2015-06-18, 12:00:00 AM",Standard Class,"Philadelphia, Pennsylvania, United States - 19120",East,AD-10180,Alan Dominguez,Home Office,FUR-FU-10001867,Furniture,Furnishings,"Eldon Expressions Punched Metal & Wood Desk Accessories, Pewter & Cherry",6,0.2,8.512,9.3632,
128258,30/Mar/2016,"2016-04-01, 12:00:00 AM",First Class,"Norwich, Connecticut, United States - 6360",East,CP-12085,Cathy Prescott,Corporate,OFF-PA-10004156,Office Supplies,Paper,Xerox 188,1,0,11.34,16.8966,
106033,15/Oct/2017,"2017-10-18, 12:00:00 AM",Second Class,"San Francisco, California, United States - 94110",West,FG-14260,Frank Gastineau,Home Office,OFF-AR-10002818,Office Supplies,Art,Panasonic KP-310 Heavy-Duty Electric Pencil Sharpener,4,0,21.98,28.574,
142762,23/May/2016,"2016-05-27, 12:00:00 AM",Standard Class,"San Francisco, California, United States - 94109",West,LD-17005,Lisa DeCherney,Consumer,FUR-FU-10003691,Furniture,Furnishings,"Eldon Image Series Desk Accessories, Ebony",3,0,12.35,17.784,
127705,02/Jun/2017,"2017-06-06, 12:00:00 AM",Standard Class,"Lorain, Ohio, United States - 44052",East,AB-10255,Alejandro Ballentine,Home Office,TEC-PH-10000347,Technology,Phones,Cush Cases Heavy Duty Rugged Cover Case for Samsung Galaxy S5 - Purple,1,0.4,2.97,2.3265,
127705,02/Jun/2017,"2017-06-06, 12:00:00 AM",Standard Class,"Lorain, Ohio, United States - 44052",East,AB-10255,Alejandro Ballentine,Home Office,OFF-ST-10004507,Office Supplies,Storage,Advantus Rolling Storage Box,2,0.2,13.72,14.9205,
122567,16/Feb/2014,"2014-02-21, 12:00:00 AM",Standard Class,"Dallas, Texas, United States - 75220",Central,MN-17935,Michael Nguyen,Consumer,OFF-BI-10002012,Office Supplies,Binders,Wilson Jones Easy Flow II Sheet Lifters,3,0.8,0.36,0.216,
122567,16/Feb/2014,"2014-02-21, 12:00:00 AM",Standard Class,"Dallas, Texas, United States - 75220",Central,MN-17935,Michael Nguyen,Consumer,OFF-AP-10001303,Office Supplies,Appliances,"Holmes Cool Mist Humidifier for the Whole House with 8-Gallon Output per Day, Extended Life Filter",2,0.8,3.98,2.985,
121664,06/May/2014,"2014-05-10, 12:00:00 AM",Standard Class,"Los Angeles, California, United States - 90049",West,HP-14815,Harold Pawlan,Home Office,OFF-BI-10003684,Office Supplies,Binders,Wilson Jones Legal Size Ring Binders,8,0.2,17.592,24.189,
122133,16/May/2016,"2016-05-23, 12:00:00 AM",Standard Class,"Middletown, Connecticut, United States - 6457",East,JR-15670,Jim Radford,Consumer,OFF-ST-10002574,Office Supplies,Storage,"SAFCO Commercial Wire Shelving, Black",4,0,138.14,138.14,
123281,02/Apr/2017,"2017-04-07, 12:00:00 AM",Standard Class,"Los Angeles, California, United States - 90008",West,JF-15190,Jamie Frazer,Consumer,FUR-FU-10003724,Furniture,Furnishings,Westinghouse Clip-On Gooseneck Lamps,3,0,8.37,10.5462,
100524,31/Mar/2017,"2017-04-02, 12:00:00 AM",Second Class,"New York City, New York, United States - 10011",East,CM-12115,Chad McGuire,Consumer,FUR-FU-10004018,Furniture,Furnishings,Tensor Computer Mounted Lamp,2,0,14.89,18.9103,
100524,31/Mar/2017,"2017-04-02, 12:00:00 AM",Second Class,"New York City, New York, United States - 10011",East,CM-12115,Chad McGuire,Consumer,TEC-PH-10002549,Technology,Phones,Polycom SoundPoint IP 450 VoIP phone,3,0,225.86,284.5836,
100524,31/Mar/2017,"2017-04-02, 12:00:00 AM",Second Class,"New York City, New York, United States - 10011",East,CM-12115,Chad McGuire,Consumer,OFF-PA-10004911,Office Supplies,Paper,"Rediform S.O.S. 1-Up Phone Message Bk, 4-1/4x3-1/16 Bk, 1 Form/Pg, 40 Messages/Bk, 3/Pk",8,0,9.38,13.8824,
113481,02/Jan/2017,"2017-01-04, 12:00:00 AM",First Class,"Jacksonville, North Carolina, United States - 28540",South,AS-10045,Aaron Smayling,Corporate,TEC-MA-10002178,Technology,Machines,Cisco CP-7937G Unified IP Conference Station Phone,2,0.5,347.85,333.936,
113481,02/Jan/2017,"2017-01-04, 12:00:00 AM",First Class,"Jacksonville, North Carolina, United States - 28540",South,AS-10045,Aaron Smayling,Corporate,OFF-BI-10003694,Office Supplies,Binders,"Avery 3 1/2"" Diskette Storage Pages, 10/Pack",5,0.7,3.132,0.6264,
113481,02/Jan/2017,"2017-01-04, 12:00:00 AM",First Class,"Jacksonville, North Carolina, United States - 28540",South,AS-10045,Aaron Smayling,Corporate,OFF-BI-10000474,Office Supplies,Binders,Avery Recycled Flexi-View Covers for Binding Systems,6,0.7,4.809,1.2824,
131758,28/May/2015,"2015-06-01, 12:00:00 AM",Standard Class,"Freeport, New York, United States - 11520",East,KB-16315,Karl Braun,Consumer,OFF-AR-10000411,Office Supplies,Art,Boston 16701 Slimline Battery Pencil Sharpener,3,0,15.94,20.722,
131758,28/May/2015,"2015-06-01, 12:00:00 AM",Standard Class,"Freeport, New York, United States - 11520",East,KB-16315,Karl Braun,Consumer,OFF-LA-10000262,Office Supplies,Labels,Avery 494,5,0,2.61,3.8106,
118339,17/Mar/2014,"2014-03-24, 12:00:00 AM",Standard Class,"Lakeville, Minnesota, United States - 55044",Central,BN-11515,Bradley Nguyen,Consumer,OFF-AP-10001154,Office Supplies,Appliances,Bionaire Personal Warm Mist Humidifier/Vaporizer,2,0,46.89,65.1771,
118339,17/Mar/2014,"2014-03-24, 12:00:00 AM",Standard Class,"Lakeville, Minnesota, United States - 55044",Central,BN-11515,Bradley Nguyen,Consumer,OFF-PA-10000466,Office Supplies,Paper,"Memo Book, 100 Message Capacity, 5 3/8” x 11”",7,0,6.74,10.11,
118339,17/Mar/2014,"2014-03-24, 12:00:00 AM",Standard Class,"Lakeville, Minnesota, United States - 55044",Central,BN-11515,Bradley Nguyen,Consumer,OFF-AR-10003829,Office Supplies,Art,Newell 35,6,0,3.28,4.2312,
118339,17/Mar/2014,"2014-03-24, 12:00:00 AM",Standard Class,"Lakeville, Minnesota, United States - 55044",Central,BN-11515,Bradley Nguyen,Consumer,OFF-BI-10001758,Office Supplies,Binders,Wilson Jones 14 Line Acrylic Coated Pressboard Data Binders,10,0,5.34,7.8498,
118339,17/Mar/2014,"2014-03-24, 12:00:00 AM",Standard Class,"Lakeville, Minnesota, United States - 55044",Central,BN-11515,Bradley Nguyen,Consumer,OFF-BI-10000136,Office Supplies,Binders,Avery Non-Stick Heavy Duty View Round Locking Ring Binders,6,0,5.98,8.8504,
153976,03/Oct/2014,"2014-10-08, 12:00:00 AM",Second Class,"Evanston, Illinois, United States - 60201",Central,BP-11290,Beth Paige,Consumer,FUR-CH-10002880,Furniture,Chairs,"Global High-Back Leather Tilter, Burgundy",3,0.3,86.093,62.7249,
162901,28/Mar/2016,"2016-03-31, 12:00:00 AM",First Class,"Arlington, Virginia, United States - 22204",South,AS-10045,Aaron Smayling,Corporate,OFF-ST-10000649,Office Supplies,Storage,Hanging Personal Folder File,2,0,15.7,19.625,
162978,04/May/2017,"2017-05-09, 12:00:00 AM",Standard Class,"San Francisco, California, United States - 94109",West,LW-16990,Lindsay Williams,Corporate,TEC-PH-10003092,Technology,Phones,Motorola L804,5,0.2,36.792,40.9311,
162978,04/May/2017,"2017-05-09, 12:00:00 AM",Standard Class,"San Francisco, California, United States - 94109",West,LW-16990,Lindsay Williams,Corporate,OFF-PA-10002250,Office Supplies,Paper,Things To Do Today Pad,3,0,5.87,8.6876,
162978,04/May/2017,"2017-05-09, 12:00:00 AM",Standard Class,"San Francisco, California, United States - 94109",West,LW-16990,Lindsay Williams,Corporate,FUR-TA-10003473,Furniture,Tables,Bretford Rectangular Conference Table Tops,1,0.2,300.904,312.1879,
160444,05/Jul/2014,"2014-07-05, 12:00:00 AM",Same Day,"Houston, Texas, United States - 77036",Central,DC-12850,Dan Campbell,Consumer,OFF-ST-10001522,Office Supplies,Storage,"Gould Plastics 18-Pocket Panel Bin, 34w x 5-1/4d x 20-1/2h",3,0.2,73.592,58.8736,
160444,05/Jul/2014,"2014-07-05, 12:00:00 AM",Same Day,"Houston, Texas, United States - 77036",Central,DC-12850,Dan Campbell,Consumer,OFF-ST-10000563,Office Supplies,Storage,Fellowes Bankers Box Stor/Drawer Steel Plus,11,0.2,25.584,22.386,
145247,05/May/2016,"2016-05-07, 12:00:00 AM",First Class,"Louisville, Kentucky, United States - 40214",South,ND-18370,Natalie DeCherney,Consumer,OFF-PA-10003641,Office Supplies,Paper,Xerox 1909,3,0,26.38,38.5148,
160045,26/Apr/2017,"2017-04-27, 12:00:00 AM",First Class,"Fort Worth, Texas, United States - 76106",Central,LB-16735,Larry Blacks,Consumer,FUR-FU-10000010,Furniture,Furnishings,"DAX Value U-Channel Document Frames, Easel Back",1,0.6,1.988,0.5467,
151925,26/Sep/2014,"2014-10-01, 12:00:00 AM",Second Class,"Los Angeles, California, United States - 90049",West,KT-16465,Kean Takahito,Consumer,FUR-CH-10002961,Furniture,Chairs,"Leather Task Chair, Black",2,0.2,72.784,72.784,
125199,19/Oct/2017,"2017-10-25, 12:00:00 AM",Standard Class,"Philadelphia, Pennsylvania, United States - 19120",East,HM-14860,Harry Marie,Corporate,OFF-AR-10002956,Office Supplies,Art,Boston 16801 Nautilus Battery Pencil Sharpener,7,0.2,17.608,18.9286,
125199,19/Oct/2017,"2017-10-25, 12:00:00 AM",Standard Class,"Philadelphia, Pennsylvania, United States - 19120",East,HM-14860,Harry Marie,Corporate,OFF-PA-10004041,Office Supplies,Paper,"It's Hot Message Books with Stickers, 2 3/4"" x 5""",4,0.2,5.92,7.77,
125199,19/Oct/2017,"2017-10-25, 12:00:00 AM",Standard Class,"Philadelphia, Pennsylvania, United States - 19120",East,HM-14860,Harry Marie,Corporate,TEC-PH-10001336,Technology,Phones,Digium D40 VoIP phone,4,0.4,77.394,63.2051,
155425,10/Nov/2017,"2017-11-11, 12:00:00 AM",First Class,"Tucson, Arizona, United States - 85705",West,AB-10600,Ann Blume,Corporate,OFF-BI-10001036,Office Supplies,Binders,Cardinal EasyOpen D-Ring Binders,14,0.7,2.742,0.914,
155425,10/Nov/2017,"2017-11-11, 12:00:00 AM",First Class,"Tucson, Arizona, United States - 85705",West,AB-10600,Ann Blume,Corporate,TEC-MA-10003183,Technology,Machines,DYMO CardScan Personal V9 Business Card Scanner,2,0.7,47.997,15.999,
155425,10/Nov/2017,"2017-11-11, 12:00:00 AM",First Class,"Tucson, Arizona, United States - 85705",West,AB-10600,Ann Blume,Corporate,TEC-AC-10001314,Technology,Accessories,Case Logic 2.4GHz Wireless Keyboard,6,0.2,39.992,33.9932,
155425,10/Nov/2017,"2017-11-11, 12:00:00 AM",FC,"Tucson, Arizona, United States - 85705",West,AB-10600,Ann Blume,Corporate,TEC-PH-10002563,Technology,Phones,Adtran 1202752G1,2,0.2,100.792,108.3514,
155425,10/Nov/2017,"2017-11-11, 12:00:00 AM",First Class,"Tucson, Arizona, United States - 85705",West,AB-10600,Ann Blume,Corporate,FUR-CH-10003312,Furniture,Chairs,Hon 2090 “Pillow Soft” Series Mid Back Swivel/Tilt Chairs,4,0.2,224.784,188.2566,
133249,08/Jul/2017,"2017-07-11, 12:00:00 AM",First Class,"Pico Rivera, California, United States - 90660",West,SZ-20035,Sam Zeldin,Home Office,FUR-FU-10001588,Furniture,Furnishings,"Deflect-o SuperTray Unbreakable Stackable Tray, Letter, Black",5,0,29.18,41.7274,
103471,24/Dec/2015,"2015-12-28, 12:00:00 AM",Standard Class,"Colorado Springs, Colorado, United States - 80906",West,JR-15670,Jim Radford,Consumer,FUR-BO-10002613,Furniture,Bookcases,"Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors",7,0.7,84.294,28.098,
103471,24/Dec/2015,"2015-12-28, 12:00:00 AM",Standard Class,"Colorado Springs, Colorado, United States - 80906",West,JR-15670,Jim Radford,Consumer,OFF-AR-10003405,Office Supplies,Art,"Dixon My First Ticonderoga Pencil, #2",3,0.2,4.68,5.2065,
136672,07/Mar/2017,"2017-03-12, 12:00:00 AM",Standard Class,"Clinton, Maryland, United States - 20735",East,MG-17890,Michael Granlund,Home Office,TEC-AC-10004510,Technology,Accessories,Logitech Desktop MK120 Mouse and keyboard Combo,3,0,16.36,17.996,
157021,01/Apr/2014,"2014-04-06, 12:00:00 AM",Second Class,"Vallejo, California, United States - 94591",West,KM-16720,Kunst Miller,Consumer,OFF-LA-10002312,Office Supplies,Labels,Avery 490,2,0,14.8,22.2,
157021,01/Apr/2014,"2014-04-06, 12:00:00 AM",Second Class,"Vallejo, California, United States - 94591",West,KM-16720,Kunst Miller,Consumer,OFF-BI-10000042,Office Supplies,Binders,"Pressboard Data Binder, Crimson, 12"" X 8 1/2""",4,0.2,4.272,5.6604,
120362,14/Sep/2015,"2015-09-19, 12:00:00 AM",Standard Class,"Provo, Utah, United States - 84604",West,CA-12265,Christina Anderson,Consumer,FUR-TA-10003008,Furniture,Tables,"Lesro Round Back Collection Coffee Table, End Table",5,0,182.55,206.2815,
126361,04/Aug/2014,"2014-08-09, 12:00:00 AM",Second Class,"Pleasant Grove, Utah, United States - 84062",West,VD-21670,Valerie Dominguez,Consumer,OFF-AP-10003590,Office Supplies,Appliances,Hoover WindTunnel Plus Canister Vacuum,3,0,363.25,464.96,
126361,04/Aug/2014,"2014-08-09, 12:00:00 AM",Second Class,"Pleasant Grove, Utah, United States - 84062",West,VD-21670,Valerie Dominguez,Consumer,OFF-PA-10000806,Office Supplies,Paper,Xerox 1934,8,0,55.98,83.4102,
126361,04/Aug/2014,"2014-08-09, 12:00:00 AM",Second Class,"Pleasant Grove, Utah, United States - 84062",West,VD-21670,Valerie Dominguez,Consumer,OFF-AR-10000896,Office Supplies,Art,Newell 329,5,0,3.28,4.1328,
126361,04/Aug/2014,"2014-08-09, 12:00:00 AM",Second Class,"Pleasant Grove, Utah, United States - 84062",West,VD-21670,Valerie Dominguez,Consumer,TEC-PH-10002311,Technology,Phones,Panasonic KX T7731-B Digital phone,5,0.2,79.992,86.9913,
126361,04/Aug/2014,"2014-08-09, 12:00:00 AM",Second Class,"Pleasant Grove, Utah, United States - 84062",West,VD-21670,Valerie Dominguez,Consumer,OFF-ST-10002289,Office Supplies,Storage,"Safco Wire Cube Shelving System, For Use as 4 or 5 14"" Cubes, Black",5,0,31.78,33.369,
126361,04/Aug/2014,"2014-08-09, 12:00:00 AM",Second Class,"Pleasant Grove, Utah, United States - 84062",West,VD-21670,Valerie Dominguez,Consumer,OFF-BI-10002852,Office Supplies,Binders,Ibico Standard Transparent Covers,1,0.2,13.184,17.9632,
100566,03/Sep/2016,"2016-09-09, 12:00:00 AM",Standard Class,"Aurora, Illinois, United States - 60505",Central,JK-16120,Julie Kriz,Home Office,FUR-FU-10003394,Furniture,Furnishings,"Tenex ""The Solids"" Textured Chair Mats",3,0.6,27.984,2.0988,
108504,05/Feb/2016,"2016-02-05, 12:00:00 AM",Same Day,"Smyrna, Georgia, United States - 30080",South,PP-18955,Paul Prost,Home Office,OFF-ST-10002344,Office Supplies,Storage,"Carina 42""Hx23 3/4""W Media Storage Unit",1,0,80.98,82.5996,
108504,05/Feb/2016,"2016-02-05, 12:00:00 AM",Same Day,"Smyrna, Georgia, United States - 30080",South,PP-18955,Paul Prost,Home Office,OFF-PA-10001289,Office Supplies,Paper,White Computer Printout Paper by Universal,9,0,38.76,57.7524,
108504,05/Feb/2016,"2016-02-05, 12:00:00 AM",Same Day,"Smyrna, Georgia, United States - 30080",South,PP-18955,Paul Prost,Home Office,OFF-FA-10000053,Office Supplies,Fasteners,Revere Boxed Rubber Bands by Revere,5,0,1.89,1.9278,
108504,05/Feb/2016,"2016-02-05, 12:00:00 AM",Same Day,"Smyrna, Georgia, United States - 30080",South,PP-18955,Paul Prost,Home Office,FUR-FU-10004091,Furniture,Furnishings,"Eldon 200 Class Desk Accessories, Black",3,0,6.28,8.6664,
108504,05/Feb/2016,"2016-02-05, 12:00:00 AM",Same Day,"Smyrna, Georgia, United States - 30080",South,PP-18955,Paul Prost,Home Office,FUR-BO-10004015,Furniture,Bookcases,"Bush Andora Bookcase, Maple/Graphite Gray Finish",2,0,119.99,146.3878,
108504,05/Feb/2016,"2016-02-05, 12:00:00 AM",Same Day,"Smyrna, Georgia, United States - 30080",South,PP-18955,Paul Prost,Home Office,OFF-EN-10003001,Office Supplies,Envelopes,Ames Color-File Green Diamond Border X-ray Mailers,2,0,83.98,123.4506,
108504,05/Feb/2016,"2016-02-05, 12:00:00 AM",Same Day,"Smyrna, Georgia, United States - 30080",South,PP-18955,Paul Prost,Home Office,TEC-PH-10000215,Technology,Phones,Plantronics Cordless Phone Headset with In-line Volume - M214C,3,0,34.95,44.3865,
108504,05/Feb/2016,"2016-02-05, 12:00:00 AM",Same Day,"Smyrna, Georgia, United States - 30080",South,PP-18955,Paul Prost,Home Office,TEC-PH-10003645,Technology,Phones,Aastra 57i VoIP phone,3,0,161.61,203.6286,
108504,05/Feb/2016,"2016-02-05, 12:00:00 AM",Same Day,"Smyrna, Georgia, United States - 30080",South,PP-18955,Paul Prost,Home Office,OFF-PA-10000358,Office Supplies,Paper,"White Dual Perf Computer Printout Paper, 2700 Sheets, 1 Part, Heavyweight, 20 lbs., 14 7/8 x 11",3,0,40.99,61.0751,
108504,05/Feb/2016,"2016-02-05, 12:00:00 AM",Same Day,"Smyrna, Georgia, United States - 30080",South,PP-18955,Paul Prost,Home Office,OFF-ST-10004804,Office Supplies,Storage,"Belkin 19"" Vented Equipment Shelf, Black",3,0,51.48,51.9948,
108504,05/Feb/2016,"2016-02-05, 12:00:00 AM",Same Day,"Smyrna, Georgia, United States - 30080",South,PP-18955,Paul Prost,Home Office,OFF-PA-10003892,Office Supplies,Paper,Xerox 1943,7,0,48.91,71.8977,
124828,03/Jul/2017,"2017-07-04, 12:00:00 AM",First Class,"Burlington, North Carolina, United States - 27217",South,YS-21880,Yana Sorensen,Corporate,OFF-AR-10003514,Office Supplies,Art,4009 Highlighters by Sanford,3,0.2,3.184,3.7014,
117247,09/Oct/2017,"2017-10-14, 12:00:00 AM",Standard Class,"Aurora, Illinois, United States - 60505",Central,CK-12760,Cyma Kinney,Corporate,FUR-TA-10002958,Furniture,Tables,"Bevis Oval Conference Table, Walnut",5,0.5,130.49,44.3666,
117247,09/Oct/2017,"2017-10-14, 12:00:00 AM",Standard Class,"Aurora, Illinois, United States - 60505",Central,CK-12760,Cyma Kinney,Corporate,FUR-TA-10001676,Furniture,Tables,Hon 61000 Series Interactive Training Tables,3,0.5,22.215,7.9974,
124485,24/Nov/2016,"2016-11-26, 12:00:00 AM",First Class,"New York City, New York, United States - 10035",East,NC-18340,Nat Carroll,Consumer,OFF-BI-10000822,Office Supplies,Binders,"Acco PRESSTEX Data Binder with Storage Hooks, Light Blue, 9 1/2"" X 11""",4,0.2,4.304,5.8104,
124485,24/Nov/2016,"2016-11-26, 12:00:00 AM",First Class,"New York City, New York, United States - 10035",East,NC-18340,Nat Carroll,Consumer,OFF-PA-10004971,Office Supplies,Paper,Xerox 196,2,0,5.78,8.6122,
124485,24/Nov/2016,"2016-11-26, 12:00:00 AM",First Class,"New York City, New York, United States - 10035",East,NC-18340,Nat Carroll,Consumer,TEC-AC-10002323,Technology,Accessories,SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card,4,0,22.1,24.973,
